Time,LLC,Speed,Ranking,Mileage,Address
4/7/2016 07:28,"-26.279984,28.033692",68.524,9,7941.362,
4/7/2016 07:28,"-26.278736,28.034276",27.78,9,8091.8536,
4/7/2016 07:28,"-26.278480,28.034396",0,9,8122.7316,
4/7/2016 07:28,"-26.278314,28.034466",22.224,9,8142.4651,
4/7/2016 07:28,"-26.277348,28.034724",51.856,10,8252.9165,
4/7/2016 07:29,"-26.275736,28.034722",68.524,10,8432.1627,
4/7/2016 07:29,"-26.274086,28.033878",77.784,10,8634.0126,
4/7/2016 07:29,"-26.272354,28.032810",79.636,10,8854.0816,
4/7/2016 07:29,"-26.270388,28.032002",87.044,10,9087.0638,
4/7/2016 07:29,"-26.268338,28.031478",75.932,10,9320.9246,
4/7/2016 07:29,"-26.266414,28.031082",79.636,10,9538.477,
4/7/2016 07:30,"-26.264272,28.030596",92.6,10,9781.5365,
4/7/2016 07:30,"-26.262032,28.030014",88.896,10,10037.2848,
4/7/2016 07:30,"-26.259736,28.029536",96.304,10,10296.9997,
4/7/2016 07:30,"-26.257224,28.028964",101.86,10,10582.0858,
4/7/2016 07:30,"-26.254714,28.028390",100.008,10,10866.9943,
4/7/2016 07:30,"-26.252374,28.028190",81.488,10,11127.9536,
4/7/2016 07:31,"-26.250402,28.028014",79.636,10,11347.9312,
4/7/2016 07:31,"-26.248404,28.027918",83.34,10,11570.3047,
4/7/2016 07:31,"-26.246580,28.028212",51.856,10,11775.2325,
4/7/2016 07:31,"-26.245616,28.028282",27.78,10,11882.6514,
4/7/2016 07:31,"-26.245318,28.028282",0,10,11915.7873,
4/7/2016 07:31,"-26.245318,28.028284",0,10,11915.7873,
4/7/2016 07:32,"-26.245302,28.028284",0,10,11917.5684,
4/7/2016 07:32,"-26.245044,28.028272",14.816,10,11946.2817,
4/7/2016 07:32,"-26.244670,28.028246",16.668,11,11987.9493,
4/7/2016 07:32,"-26.244358,28.028876",33.336,11,12059.7224,
4/7/2016 07:32,"-26.244344,28.029662",24.076,11,12138.1276,
4/7/2016 07:32,"-26.244456,28.030228",20.372,11,12195.9336,
4/7/2016 07:33,"-26.244656,28.031308",50.004,11,12305.9164,
4/7/2016 07:33,"-26.244888,28.032560",38.892,11,12433.418,
4/7/2016 07:33,"-26.245006,28.033250",7.408,11,12503.4728,
4/7/2016 07:33,"-26.244578,28.033476",40.744,11,12556.1317,
4/7/2016 07:33,"-26.243362,28.033752",51.856,11,12694.1181,
4/7/2016 07:33,"-26.242140,28.034036",44.448,11,12832.919,
4/7/2016 07:34,"-26.241292,28.034232",25.928,11,12929.2172,
4/7/2016 07:34,"-26.240516,28.034424",20.372,11,13017.6037,
4/7/2016 07:34,"-26.239740,28.034616",27.78,11,13105.9903,
4/7/2016 07:34,"-26.239530,28.034666",0,11,13129.868,
4/7/2016 07:34,"-26.239530,28.034684",0,11,13131.6617,
4/7/2016 07:34,"-26.239528,28.034684",0,11,13131.6617,
4/7/2016 07:35,"-26.239522,28.034678",0,11,13132.5573,
4/7/2016 07:35,"-26.239376,28.034996",31.484,11,13168.187,
4/7/2016 07:35,"-26.239638,28.036376",61.116,11,13308.873,
4/7/2016 07:35,"-26.239964,28.038146",51.856,11,13489.0898,
4/7/2016 07:35,"-26.240058,28.038652",0,11,13540.6273,
4/7/2016 07:35,"-26.240074,28.038712",14.816,11,13546.8707,
4/7/2016 07:36,"-26.240036,28.039122",22.224,11,13587.9803,
4/7/2016 07:36,"-26.238852,28.039178",53.708,11,13719.7534,
4/7/2016 07:36,"-26.237484,28.039692",64.82,11,13880.2743,
4/7/2016 07:36,"-26.236004,28.040538",62.968,11,14065.2138,
4/7/2016 07:36,"-26.234544,28.041366",62.968,11,14247.3566,
4/7/2016 07:36,"-26.233210,28.042124",55.56,11,14413.8466,
4/7/2016 07:37,"-26.232232,28.042680",29.632,11,14535.9192,
4/7/2016 07:37,"-26.231710,28.042998",24.076,11,14602.064,
4/7/2016 07:37,"-26.231368,28.044158",57.412,11,14723.8558,
4/7/2016 07:37,"-26.230914,28.045658",40.744,11,14881.7588,
4/7/2016 07:37,"-26.230828,28.045944",0,11,14911.8456,
4/7/2016 07:37,"-26.230820,28.045952",0,11,14913.0389,
4/7/2016 07:38,"-26.230816,28.045954",0,11,14913.523,
4/7/2016 07:38,"-26.230860,28.046126",22.224,12,14931.363,
4/7/2016 07:38,"-26.231718,28.046526",25.928,11,15034.7746,
4/7/2016 07:38,"-26.231822,28.047240",16.668,11,15106.924,
4/7/2016 07:38,"-26.231882,28.047298",0,11,15115.7545,
4/7/2016 07:38,"-26.231878,28.047306",0,11,15116.67,
4/7/2016 07:39,"-26.231878,28.047326",0,11,15118.6659,
4/7/2016 07:39,"-26.232054,28.047286",9.26,12,15138.6387,
4/7/2016 07:39,"-26.232112,28.047190",1.852,11,15150.1834,
4/7/2016 07:39,"-26.232174,28.047164",5.556,11,15157.5487,
4/7/2016 07:39,"-26.232204,28.047152",0,11,15161.092,
4/7/2016 07:39,"-26.232216,28.047148",0,11,15162.484,
4/7/2016 07:40,"-26.232222,28.047150",0,11,15163.1751,
4/7/2016 07:40,"-26.232236,28.047156",0,11,15164.8412,
4/7/2016 07:40,"-26.232242,28.047160",0,11,15165.6183,
4/7/2016 07:40,"-26.232244,28.047164",0,11,15166.0736,
4/7/2016 07:40,"-26.232246,28.047176",0,11,15167.2894,
4/7/2016 07:40,"-26.232242,28.047190",0,11,15168.754,
4/7/2016 08:03,"-26.232184,28.047262",0,13,15178.4066,
4/7/2016 08:03,"-26.232192,28.047270",0,13,15179.5999,
4/7/2016 08:03,"-26.232188,28.047172",0,13,15189.3851,
4/7/2016 08:03,"-26.232186,28.047152",0,14,15191.3945,
4/7/2016 08:03,"-26.232182,28.047148",0,14,15191.9949,
4/7/2016 08:04,"-26.232176,28.047146",0,14,15192.6925,
4/7/2016 08:04,"-26.232178,28.047150",0,14,15193.1478,
4/7/2016 08:04,"-26.232190,28.047154",0,14,15194.5431,
4/7/2016 08:04,"-26.232190,28.047156",0,14,15194.5431,
4/7/2016 08:04,"-26.232192,28.047158",0,14,15194.5431,
4/7/2016 08:04,"-26.232192,28.047152",0,14,15195.136,
4/7/2016 08:05,"-26.232186,28.047152",0,14,15195.8005,
4/7/2016 08:05,"-26.232182,28.047158",0,14,15196.5359,
4/7/2016 08:05,"-26.232174,28.047142",0,14,15198.362,
4/7/2016 08:05,"-26.232172,28.047138",0,14,15198.8173,
4/7/2016 08:05,"-26.232166,28.047150",0,14,15200.1898,
4/7/2016 08:06,"-26.232164,28.047166",0,14,15201.8009,
4/7/2016 08:06,"-26.232164,28.047176",0,14,15202.7966,
4/7/2016 08:06,"-26.232172,28.047172",0,14,15203.774,
4/7/2016 08:06,"-26.232176,28.047170",0,14,15204.2581,
4/7/2016 08:06,"-26.232176,28.047178",0,14,15205.0637,
4/7/2016 08:07,"-26.232154,28.047190",1.852,14,15207.7872,
4/7/2016 08:07,"-26.232160,28.047212",0,14,15210.0794,
4/7/2016 08:08,"-26.232164,28.047248",0,14,15213.6982,
4/7/2016 08:08,"-26.232178,28.047258",0,14,15215.544,
4/7/2016 08:08,"-26.232158,28.047272",1.852,14,15218.1681,
4/7/2016 08:08,"-26.232106,28.047318",12.964,14,15225.5499,
4/7/2016 08:08,"-26.231934,28.047346",0,14,15244.8785,
4/7/2016 08:08,"-26.231860,28.047182",18.52,14,15263.1894,
4/7/2016 08:09,"-26.231834,28.046728",0,14,15308.565,
4/7/2016 08:09,"-26.231842,28.046608",0,14,15320.5671,
4/7/2016 08:09,"-26.231838,28.046562",0,14,15325.1771,
4/7/2016 08:09,"-26.231776,28.046460",20.372,14,15337.4667,
4/7/2016 08:09,"-26.231014,28.046118",27.78,15,15428.8062,
4/7/2016 08:09,"-26.230900,28.046070",0,15,15442.3564,
4/7/2016 08:10,"-26.230886,28.046064",0,15,15444.0252,
4/7/2016 08:10,"-26.230902,28.045684",37.04,15,15481.9697,
4/7/2016 08:10,"-26.231358,28.044276",55.56,15,15631.2821,
4/7/2016 08:10,"-26.231712,28.043162",5.556,15,15749.1626,
4/7/2016 08:10,"-26.232390,28.042652",55.56,15,15840.1094,
4/7/2016 08:10,"-26.234056,28.041686",85.192,15,16048.9186,
4/7/2016 08:11,"-26.236022,28.040570",83.34,15,16294.2346,
4/7/2016 08:11,"-26.237796,28.039560",62.968,15,16515.7277,
4/7/2016 08:11,"-26.238586,28.038902",35.188,15,16625.3795,
4/7/2016 08:11,"-26.238344,28.037592",51.856,15,16758.7779,
4/7/2016 08:11,"-26.238064,28.036108",59.264,15,16910.0279,
4/7/2016 08:11,"-26.237752,28.034468",61.116,15,17077.2369,
4/7/2016 08:12,"-26.237442,28.032842",51.856,15,17243.0343,
4/7/2016 08:12,"-26.237320,28.032238",1.852,15,17304.7848,
4/7/2016 08:12,"-26.237314,28.032186",1.852,15,17310.014,
4/7/2016 08:12,"-26.237310,28.032186",0,15,17310.4593,
4/7/2016 08:12,"-26.237292,28.032108",0,15,17318.4924,
4/7/2016 08:12,"-26.236910,28.032096",40.744,15,17360.9857,
4/7/2016 08:13,"-26.235680,28.032136",55.56,15,17497.8135,
4/7/2016 08:13,"-26.234512,28.031534",51.856,15,17640.8971,
4/7/2016 08:13,"-26.233306,28.030668",59.264,15,17800.4086,
4/7/2016 08:13,"-26.232520,28.030110",16.668,15,17904.0243,
4/7/2016 08:13,"-26.232144,28.029838",29.632,15,17953.8646,
4/7/2016 08:13,"-26.231200,28.029120",40.744,15,18080.9358,
4/7/2016 08:14,"-26.230844,28.028866",16.668,15,18127.9343,
4/7/2016 08:14,"-26.230390,28.028388",24.076,15,18197.3723,
4/7/2016 08:14,"-26.231332,28.027282",72.228,15,18349.4955,
4/7/2016 08:14,"-26.231918,28.025858",33.336,15,18505.7635,
4/7/2016 08:14,"-26.231950,28.025648",0,15,18527.0095,
4/7/2016 08:14,"-26.231950,28.025642",0,15,18527.5947,
4/7/2016 08:15,"-26.231952,28.025642",0,16,18527.5947,
4/7/2016 08:15,"-26.231986,28.025380",33.336,15,18553.9995,
4/7/2016 08:15,"-26.232440,28.023768",68.524,15,18722.5239,
4/7/2016 08:15,"-26.233062,28.022576",14.816,15,18860.0706,
4/7/2016 08:15,"-26.233256,28.022628",7.408,15,18882.2572,
4/7/2016 08:15,"-26.233272,28.022624",0,15,18884.0808,
4/7/2016 08:16,"-26.233272,28.022640",0,15,18885.675,
4/7/2016 08:16,"-26.233274,28.022636",0,15,18886.1401,
4/7/2016 08:16,"-26.233286,28.022634",0,15,18887.4894,
4/7/2016 08:16,"-26.233296,28.022628",0,15,18888.7489,
4/7/2016 08:16,"-26.233294,28.022596",0,15,18891.9487,
4/7/2016 08:17,"-26.233210,28.022236",22.224,15,18929.0508,
4/7/2016 08:17,"-26.233762,28.021120",42.596,15,19056.1641,
4/7/2016 08:17,"-26.233912,28.020924",0,15,19081.8618,
4/7/2016 08:18,"-26.233960,28.020864",12.964,15,19089.8803,
4/7/2016 08:18,"-26.234704,28.020220",48.152,15,19194.6181,
4/7/2016 08:18,"-26.235492,28.019588",11.112,15,19302.5582,
4/7/2016 08:18,"-26.236190,28.018994",57.412,15,19400.2002,
4/7/2016 08:18,"-26.237500,28.017500",81.488,15,19608.5805,
4/7/2016 08:18,"-26.239076,28.015538",103.712,15,19871.2645,
4/7/2016 08:19,"-26.240748,28.013242",105.564,15,20166.2288,
4/7/2016 08:19,"-26.242030,28.010602",105.564,15,20465.6419,
4/7/2016 08:19,"-26.243388,28.008046",105.564,15,20761.9288,
4/7/2016 08:19,"-26.245104,28.005740",109.268,15,21060.7614,
4/7/2016 08:19,"-26.246840,28.003350",109.268,15,21367.4803,
4/7/2016 08:20,"-26.248620,28.000996",111.12,15,21674.5453,
4/7/2016 08:20,"-26.250390,27.998526",114.824,15,21989.8448,
4/7/2016 08:20,"-26.251842,27.995956",96.304,15,22292.7576,
4/7/2016 08:20,"-26.253220,27.993624",105.564,15,22571.258,
4/7/2016 08:20,"-26.255070,27.991260",116.676,15,22884.1379,
4/7/2016 08:20,"-26.257232,27.989022",114.824,15,23212.166,
4/7/2016 08:20,"-26.259552,27.987298",107.416,15,23522.1748,
4/7/2016 08:21,"-26.262002,27.986590",96.304,15,23803.6018,
4/7/2016 08:21,"-26.263902,27.985332",94.452,15,24049.3072,
4/7/2016 08:21,"-26.263574,27.982672",100.008,15,24317.0471,
4/7/2016 08:21,"-26.263234,27.979786",109.268,15,24607.3006,
4/7/2016 08:21,"-26.262818,27.976718",109.268,15,24916.708,
4/7/2016 08:21,"-26.262270,27.973520",118.528,15,25241.3721,
4/7/2016 08:22,"-26.261748,27.970376",105.564,15,25560.2113,
4/7/2016 08:22,"-26.261252,27.967426",112.972,15,25859.5043,
4/7/2016 08:22,"-26.260552,27.964418",112.972,15,26169.3915,
4/7/2016 08:22,"-26.258416,27.962108",124.084,15,26500.2603,
4/7/2016 08:22,"-26.255242,27.961898",127.788,15,26853.8136,
4/7/2016 08:23,"-26.252534,27.963514",109.268,15,27195.3417,
4/7/2016 08:23,"-26.249968,27.963948",105.564,15,27483.9318,
4/7/2016 08:23,"-26.247230,27.963606",114.824,15,27790.2879,
4/7/2016 08:23,"-26.244124,27.962752",133.344,15,28146.006,
4/7/2016 08:23,"-26.240876,27.961776",131.492,15,28520.0546,
4/7/2016 08:23,"-26.237672,27.960850",129.64,15,28888.0992,
4/7/2016 08:23,"-26.234460,27.960364",127.788,15,29248.5315,
4/7/2016 08:24,"-26.227912,27.961320",133.344,15,29982.853,
4/7/2016 08:24,"-26.224552,27.961360",135.196,15,30356.4891,
4/7/2016 08:24,"-26.221274,27.960566",129.64,15,30729.4916,
4/7/2016 08:24,"-26.218180,27.959654",125.936,15,31085.3538,
4/7/2016 08:25,"-26.215140,27.958758",118.528,15,31435.0036,
4/7/2016 08:25,"-26.212460,27.957964",107.416,15,31743.3529,
4/7/2016 08:25,"-26.209878,27.957204",107.416,15,32040.3003,
4/7/2016 08:25,"-26.207252,27.956436",111.12,15,32342.1828,
4/7/2016 08:25,"-26.204522,27.955512",120.38,15,32659.4329,
4/7/2016 08:25,"-26.201494,27.954164",135.196,15,33021.9966,
4/7/2016 08:25,"-26.198642,27.952700",116.676,15,33371.1452,
4/7/2016 08:26,"-26.196004,27.951346",114.824,15,33694.0905,
4/7/2016 08:26,"-26.190848,27.948704",112.972,15,34325.1105,
4/7/2016 08:26,"-26.188156,27.947324",122.232,15,34654.5988,
4/7/2016 08:26,"-26.185246,27.945772",129.64,15,35013.3246,
4/7/2016 08:26,"-26.181990,27.945264",133.344,15,35378.9065,
4/7/2016 08:27,"-26.178794,27.945354",111.12,15,35734.3988,
4/7/2016 08:27,"-26.176064,27.944708",111.12,15,36044.7301,
4/7/2016 08:27,"-26.173378,27.943798",105.564,15,36356.9,
4/7/2016 08:27,"-26.170722,27.942850",112.972,15,36667.0162,
4/7/2016 08:27,"-26.167922,27.941610",125.936,15,37002.053,
4/7/2016 08:27,"-26.165544,27.939260",127.788,15,37355.4959,
4/7/2016 08:28,"-26.163644,27.936428",122.232,15,37708.3673,
4/7/2016 08:28,"-26.161770,27.933654",124.084,15,38054.8769,
4/7/2016 08:28,"-26.159860,27.930814",125.936,15,38409.0611,
4/7/2016 08:28,"-26.157666,27.928250",133.344,15,38762.619,
4/7/2016 08:28,"-26.154462,27.927022",135.196,15,39139.3804,
4/7/2016 08:28,"-26.151128,27.927554",137.048,15,39513.8876,
4/7/2016 08:29,"-26.144642,27.930806",142.604,15,40304.7783,
4/7/2016 08:29,"-26.141358,27.932450",142.604,15,40705.1213,
4/7/2016 08:29,"-26.138196,27.934132",133.344,15,41094.7518,
4/7/2016 08:29,"-26.135306,27.935992",131.492,15,41465.8888,
4/7/2016 08:29,"-26.132342,27.937928",137.048,15,41847.9563,
4/7/2016 08:30,"-26.129412,27.939818",125.936,15,42224.4476,
4/7/2016 08:30,"-26.126660,27.941582",129.64,15,42577.5108,
4/7/2016 08:30,"-26.124022,27.943608",114.824,15,42933.8177,
4/7/2016 08:30,"-26.121988,27.945800",111.12,15,43248.5312,
4/7/2016 08:30,"-26.119842,27.948202",133.344,15,43586.8373,
4/7/2016 08:30,"-26.117448,27.950958",135.196,15,43969.689,
4/7/2016 08:31,"-26.115008,27.953692",137.048,15,44354.5577,
4/7/2016 08:31,"-26.112524,27.956258",137.048,15,44731.2931,
4/7/2016 08:31,"-26.109580,27.958354",137.048,15,45119.8295,
4/7/2016 08:31,"-26.106628,27.960072",124.084,15,45490.1976,
4/7/2016 08:31,"-26.104346,27.961400",83.34,15,45776.5031,
4/7/2016 08:32,"-26.102534,27.962418",74.08,15,46002.1778,
4/7/2016 08:32,"-26.100852,27.963348",81.488,15,46210.9935,
4/7/2016 08:32,"-26.099164,27.964324",70.376,15,46422.4846,
4/7/2016 08:32,"-26.098104,27.964938",35.188,15,46555.3444,
4/7/2016 08:32,"-26.097438,27.965324",25.928,15,46638.8309,
4/7/2016 08:32,"-26.096982,27.965590",18.52,15,46696.072,
4/7/2016 08:32,"-26.096482,27.965862",14.816,15,46757.9495,
4/7/2016 08:33,"-26.096036,27.966088",20.372,15,46812.436,
4/7/2016 08:33,"-26.095678,27.966260",14.816,15,46855.7912,
4/7/2016 08:33,"-26.095168,27.966478",5.556,15,46916.5354,
4/7/2016 08:33,"-26.094796,27.966624",20.372,15,46960.394,
4/7/2016 08:34,"-26.094290,27.966812",16.668,15,47019.7081,
4/7/2016 08:34,"-26.093858,27.966954",24.076,15,47069.7935,
4/7/2016 08:34,"-26.093414,27.967082",9.26,15,47120.792,
4/7/2016 08:34,"-26.092938,27.967208",16.668,15,47175.1958,
4/7/2016 08:39,"-26.052962,27.993336",109.268,10,52334.7968,
4/7/2016 08:39,"-26.053680,27.992476",105.564,10,52217.5164,
4/7/2016 08:40,"-26.051052,27.995624",112.972,10,52646.803,
4/7/2016 08:40,"-26.045914,28.001618",107.416,10,53474.4309,
4/7/2016 08:40,"-26.043952,28.003964",92.6,10,53794.628,
4/7/2016 08:43,"-26.033536,28.005294",22.224,8,54960.4312,
4/7/2016 08:43,"-26.033946,28.005430",1.852,10,55008.003,
4/7/2016 08:43,"-26.034428,28.005604",16.668,10,55064.3479,
4/7/2016 08:43,"-26.034994,28.005640",12.964,9,55127.3869,
4/7/2016 08:44,"-26.035676,28.005524",31.484,9,55204.1023,
4/7/2016 08:44,"-26.036528,28.005336",22.224,9,55300.6844,
4/7/2016 08:44,"-26.037388,28.005210",35.188,9,55397.137,
4/7/2016 08:44,"-26.037682,28.005502",27.78,7,55440.9527,
4/7/2016 08:44,"-26.037576,28.006216",0,7,55513.255,
4/7/2016 08:44,"-26.037580,28.006458",16.668,7,55537.437,
4/7/2016 08:44,"-26.037514,28.007016",16.668,8,55593.6674,
4/7/2016 08:45,"-26.037290,28.007936",22.224,8,55688.8991,
4/7/2016 08:45,"-26.037930,28.008152",37.04,8,55763.264,
4/7/2016 08:45,"-26.038694,28.008318",35.188,8,55849.8206,
4/7/2016 08:45,"-26.039164,28.009128",25.928,8,55946.1545,
4/7/2016 08:45,"-26.038992,28.010088",24.076,8,56043.9545,
4/7/2016 08:46,"-26.038764,28.010560",20.372,9,56097.4942,
4/7/2016 08:46,"-26.038724,28.010644",3.704,9,56106.9925,
4/7/2016 08:46,"-26.038826,28.010556",14.816,9,56121.3431,
4/7/2016 08:46,"-26.038890,28.010494",0,9,56130.7776,
4/7/2016 08:46,"-26.038874,28.010480",0,9,56133.0402,
4/7/2016 08:46,"-26.038848,28.010478",0,12,56135.9384,
4/7/2016 08:46,"-26.038844,28.010484",0,12,56136.6859,
4/7/2016 08:47,"-26.038832,28.010504",0,12,56139.0857,
4/7/2016 08:47,"-26.038836,28.010504",0,12,56139.5207,
4/7/2016 08:47,"-26.038838,28.010510",0,12,56140.1575,
4/7/2016 08:47,"-26.038840,28.010514",0,12,56140.6226,
4/7/2016 08:47,"-26.038840,28.010516",0,12,56140.6226,
4/7/2016 08:57,"-26.038856,28.010496",0,15,56143.2977,
4/7/2016 08:57,"-26.038842,28.010520",3.704,15,56146.1584,
4/7/2016 08:57,"-26.038882,28.010446",7.408,15,56154.7865,
4/7/2016 08:57,"-26.038934,28.010474",0,15,56161.2099,
4/7/2016 08:58,"-26.038932,28.010470",0,15,56161.675,
4/7/2016 08:58,"-26.038930,28.010458",0,15,56162.8982,
4/7/2016 08:58,"-26.038934,28.010460",0,15,56163.3823,
4/7/2016 08:58,"-26.038940,28.010470",1.852,15,56164.5831,
4/7/2016 08:58,"-26.039182,28.010540",7.408,15,56192.3862,
4/7/2016 08:58,"-26.039174,28.010656",5.556,15,56204.0095,
4/7/2016 08:59,"-26.039088,28.010910",11.112,15,56231.1281,
4/7/2016 08:59,"-26.039006,28.010986",5.556,15,56242.9935,
4/7/2016 08:59,"-26.039024,28.011000",0,15,56245.4361,
4/7/2016 08:59,"-26.039024,28.011004",0,15,56245.8389,
4/7/2016 08:59,"-26.039030,28.011006",0,15,56246.5365,
4/7/2016 08:59,"-26.039028,28.011014",0,15,56247.3696,
4/7/2016 09:00,"-26.039028,28.011016",0,15,56247.3696,
4/7/2016 09:00,"-26.039012,28.010980",1.852,15,56251.3828,
4/7/2016 09:00,"-26.039066,28.010880",3.704,15,56263.0394,
4/7/2016 09:00,"-26.039124,28.010762",3.704,15,56276.4773,
4/7/2016 09:00,"-26.039134,28.010650",0,15,56287.7222,
4/7/2016 09:00,"-26.039106,28.010632",1.852,15,56291.316,
4/7/2016 09:01,"-26.039084,28.010624",0,15,56293.888,
4/7/2016 09:01,"-26.039068,28.010612",0,15,56296.0319,
4/7/2016 09:01,"-26.039054,28.010602",0,14,56297.8825,
4/7/2016 09:01,"-26.039052,28.010608",0,14,56298.5264,
4/7/2016 09:01,"-26.039060,28.010608",0,14,56299.417,
4/7/2016 09:01,"-26.039068,28.010624",0,14,56301.2456,
4/7/2016 09:02,"-26.039068,28.010632",0,14,56302.0399,
4/7/2016 09:02,"-26.039066,28.010638",0,14,56302.6838,
4/7/2016 09:02,"-26.039058,28.010632",0,14,56303.7579,
4/7/2016 09:02,"-26.039044,28.010640",0,14,56305.5084,
4/7/2016 09:02,"-26.039018,28.010640",0,14,56308.4004,
4/7/2016 09:02,"-26.039022,28.010626",0,14,56309.8681,
4/7/2016 09:03,"-26.039020,28.010620",0,14,56310.512,
4/7/2016 09:03,"-26.039020,28.010626",0,14,56311.1124,
4/7/2016 09:03,"-26.039022,28.010632",0,14,56311.7563,
4/7/2016 09:03,"-26.039020,28.010634",0,14,56311.7563,
4/7/2016 09:03,"-26.039018,28.010630",0,14,56312.2214,
4/7/2016 09:03,"-26.039014,28.010628",0,14,56312.7055,
4/7/2016 09:04,"-26.039012,28.010626",0,14,56312.7055,
4/7/2016 09:04,"-26.039006,28.010622",0,13,56313.4884,
4/7/2016 09:04,"-26.039004,28.010620",0,13,56313.4884,
4/7/2016 09:04,"-26.039002,28.010622",0,13,56313.4884,
4/7/2016 09:04,"-26.039000,28.010622",0,13,56313.4884,
4/7/2016 09:04,"-26.038996,28.010618",0,13,56314.0888,
4/7/2016 09:05,"-26.038994,28.010618",0,13,56314.0888,
4/7/2016 09:05,"-26.038988,28.010614",0,13,56314.8717,
4/7/2016 09:05,"-26.039002,28.010622",0,13,56316.6222,
4/7/2016 09:05,"-26.039006,28.010624",0,13,56317.1063,
4/7/2016 09:05,"-26.039014,28.010620",0,13,56318.0837,
4/7/2016 09:06,"-26.039018,28.010616",0,13,56318.6841,
4/7/2016 09:06,"-26.039020,28.010616",0,13,56318.6841,
4/7/2016 09:06,"-26.039014,28.010620",0,13,56319.467,
4/7/2016 09:06,"-26.039012,28.010620",0,13,56319.467,
4/7/2016 09:06,"-26.039012,28.010622",0,13,56319.467,
4/7/2016 09:06,"-26.039012,28.010622",0,13,56319.467,
4/7/2016 09:07,"-26.039014,28.010620",0,13,56319.467,
4/7/2016 09:07,"-26.039012,28.010618",0,13,56319.467,
4/7/2016 09:07,"-26.039010,28.010620",0,13,56319.467,
4/7/2016 09:07,"-26.039008,28.010612",0,13,56320.3001,
4/7/2016 09:07,"-26.039006,28.010616",0,13,56320.7652,
4/7/2016 09:07,"-26.039002,28.010622",0,13,56321.5127,
4/7/2016 09:08,"-26.038994,28.010622",0,13,56322.4033,
4/7/2016 09:08,"-26.038988,28.010616",0,13,56323.3039,
4/7/2016 09:08,"-26.038990,28.010614",0,13,56323.3039,
4/7/2016 09:08,"-26.038990,28.010616",0,13,56323.3039,
4/7/2016 09:08,"-26.038998,28.010620",0,13,56324.2813,
4/7/2016 09:08,"-26.039002,28.010628",0,13,56325.2017,
4/7/2016 09:09,"-26.039006,28.010628",0,13,56325.647,
4/7/2016 09:09,"-26.039020,28.010644",0,13,56327.8775,
4/7/2016 09:09,"-26.039022,28.010654",0,13,56328.9044,
4/7/2016 09:09,"-26.039024,28.010656",0,13,56328.9044,
4/7/2016 09:09,"-26.039026,28.010650",0,13,56329.5483,
4/7/2016 09:09,"-26.039024,28.010650",0,13,56329.5483,
4/7/2016 09:10,"-26.039022,28.010648",0,13,56329.5483,
4/7/2016 09:10,"-26.039020,28.010646",0,13,56329.5483,
4/7/2016 09:10,"-26.039018,28.010644",0,13,56329.5483,
4/7/2016 09:10,"-26.039018,28.010646",0,13,56329.5483,
4/7/2016 09:10,"-26.039026,28.010648",0,13,56330.4589,
